scorer,,,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw,Phoebe_Shaw
bodyparts,,,bodypart1 r_eye,bodypart1 r_eye,bodypart2 l_eye,bodypart2 l_eye,bodypart3 beak,bodypart3 beak,bodypart4 r_leg,bodypart4 r_leg,bodypart5 l_leg,bodypart5 l_leg,bodypart6 neck,bodypart6 neck,bodypart7 tail,bodypart7 tail,bodypart8 r_wing,bodypart8 r_wing,bodypart9 l_wing,bodypart9 l_wing,bodypart10 head,bodypart10 head
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,IMG_0734,img004.png,243.7809197970488,260.2308104082298,211.01082251082244,261.72036028487645,234.84362053716882,285.55315831122283,286.9778662198016,427.0603965926547,245.2704696736954,443.4454452357678,248.24956942698873,316.8337057208025,257.1868686868686,412.16489782618817,303.36291486291486,346.6247032537355,218.4585718940557,389.8216496764884,225.90632127728895,243.8457617651166
labeled-data,IMG_0734,img015.png,233.3540706605222,248.3144113950566,199.09442349764913,257.25171065493646,213.98992226411565,281.0845086812829,269.1032677000418,447.9140948657078,221.4376716473489,447.9140948657078,239.31227016710875,300.44865707768935,246.760019550342,415.1439975794815,286.9778662198016,343.64560350044223,199.09442349764913,374.9261509100219,213.98992226411565,239.37711213517667
labeled-data,IMG_0734,img018.png,227.39587115393556,246.82486151840993,193.1362239910626,252.78306102499653,219.9481217707023,282.57405855792956,273.57191732998183,446.42454498906113,213.98992226411565,438.9767956058279,227.39587115393556,307.8964064609226,237.82272029046203,409.18579807289484,282.5092165898617,331.72920448726904,199.09442349764913,370.45750128008194,205.05262300423578,237.88756225853
labeled-data,IMG_0734,img025.png,236.33317041381554,240.86666201182334,191.64667411441587,242.35621188846994,230.37497090722889,263.20991016152306,272.0823674533351,428.54994646930135,208.0317227575291,438.9767956058279,227.39587115393556,287.0427081878695,236.33317041381554,410.6753479495415,276.55101708327504,343.64560350044223,187.17802448447594,365.988851650142,216.96902201740897,233.41891262859008
labeled-data,IMG_0734,img030.png,239.31227016710875,239.37711213517667,206.5421728808824,249.8039612717032,257.1868686868686,254.2726109016432,248.24956942698873,440.46634548247454,203.56307312758918,438.9767956058279,236.33317041381554,287.0427081878695,236.33317041381554,413.65444770283483,278.04056695992176,340.6665037471489,191.64667411441587,371.9470511567286,211.01082251082244,233.41891262859008
labeled-data,IMG_0734,img033.png,248.24956942698873,236.39801238188335,211.01082251082244,245.33531164176327,255.697318810222,249.8039612717032,260.1659684401619,438.9767956058279,211.01082251082244,435.9976958525346,240.80182004375547,288.53225806451616,239.31227016710875,413.65444770283483,269.1032677000418,340.6665037471489,187.17802448447594,363.0097518968487,218.4585718940557,228.9502629986501
labeled-data,IMG_0734,img035.png,258.6764185635153,228.9502629986501,219.9481217707023,239.37711213517667,263.14506819345524,245.33531164176327,255.697318810222,427.0603965926547,216.96902201740897,428.54994646930135,248.24956942698873,276.61585905134297,243.7809197970488,406.20669831960157,291.44651584974156,325.7710049806824,196.11532374435592,357.0515523902621,234.84362053716882,224.48161336871016
labeled-data,IMG_0734,img038.png,263.14506819345524,227.46071312200348,230.37497090722889,233.41891262859008,278.04056695992176,251.29351114834986,260.1659684401619,430.03949634594795,221.4376716473489,434.50814597588794,263.14506819345524,273.63675929804964,231.8645207838755,400.248498813015,285.488316343155,330.2396546106224,190.15712423776927,358.54110226690875,240.80182004375547,218.52341386212356
labeled-data,IMG_0734,img045.png,264.63461807010185,230.43981287529675,233.3540706605222,233.41891262859008,278.04056695992176,242.35621188846994,261.6555183168085,440.46634548247454,231.8645207838755,434.50814597588794,243.7809197970488,285.55315831122283,237.82272029046214,406.20669831960157,306.3420146162081,330.2396546106224,216.96902201740897,358.54110226690875,246.760019550342,217.03386398547696
